,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
Robert J. Shiller ,,,,,,,,,,Adjusted
,,,,,,,,,,Price
,,,,  Consumer,,,,,,Earnings
,S&P,,,Price,,Long,,,,Ratio
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,146.54,8.12,8.82,15.12
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,155.05,7.93,8.72,15.99
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,163.17,7.65,8.51,16.82
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,158.16,7.30,8.21,16.30
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,161.93,7.42,8.56,16.69
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,165.04,7.37,8.72,17.01
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,163.56,7.41,8.98,16.84
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,163.32,7.44,9.25,16.80
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,164.14,7.58,9.65,16.86
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,173.83,7.62,9.93,17.83
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,174.27,7.46,9.97,17.85
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,173.41,7.32,10.01,17.72
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,177.93,7.27,10.17,18.15
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,182.45,7.21,10.33,18.56
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,186.98,7.16,10.50,18.97
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,179.91,7.02,10.53,18.19
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,173.76,6.93,10.35,17.51
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,170.48,6.92,10.31,17.13
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,174.48,7.00,10.39,17.47
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,178.48,7.08,10.46,17.82
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,181.56,7.15,10.54,18.08
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,178.43,7.32,10.74,17.71
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,176.17,7.48,10.95,17.43
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,169.71,7.47,10.90,16.74
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,169.55,7.64,11.11,16.68
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,161.93,7.63,11.05,15.88
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,163.10,7.62,11.00,15.95
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,158.45,7.52,10.82,15.46
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,157.83,7.38,10.45,15.36
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,158.75,7.42,10.32,15.42
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,152.73,7.37,10.07,14.81
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,155.12,7.40,9.94,15.02
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,159.10,7.44,9.80,15.39
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,156.01,7.47,9.65,15.08
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,158.17,7.33,9.28,15.28
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,161.56,7.28,9.03,15.60
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,165.56,7.23,8.77,15.99
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,162.72,7.10,8.42,15.72
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,157.54,6.97,8.07,15.22
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,154.54,6.92,7.82,14.95
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,163.17,7.14,8.20,15.80
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,167.03,7.19,8.40,16.19
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,165.56,7.26,8.61,16.07
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,165.24,7.23,8.72,16.05
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,173.95,7.38,9.05,16.92
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,176.89,7.36,9.16,17.22
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,173.29,7.33,9.26,16.89
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,175.58,7.30,9.37,17.13
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,177.61,7.19,9.36,17.35
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,174.38,7.16,9.47,17.05
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,172.77,7.13,9.58,16.91
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,169.70,7.02,9.57,16.61
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,175.91,7.19,9.78,17.22
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,173.95,7.19,9.75,17.03
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,172.64,7.19,9.73,16.90
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,176.23,7.19,9.70,17.26
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,181.49,7.10,9.55,17.79
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,180.19,7.10,9.53,17.68
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,178.90,7.10,9.50,17.59
